tX0,component,weight,mean_z,sigma_z,var_z
0.1,0,0.048180879949250806,0.93316148972,0.03137979236706324,0.000984691369
0.1,1,0.07947723340738977,0.5368092176,0.05295070018422797,0.00280377665
0.1,2,0.20463812884641225,0.1029977661999999,0.0,0.0
0.1,3,0.1724890605494721,0.08417596999999999,0.040715849370975915,0.0016577803899999997
0.1,4,0.18677800922839,0.0785702089000001,0.0,0.0
0.1,5,0.3084366880190849,0.02042142310000017,0.057034385160182104,0.0032529210906000004
