seed,entry,category,transition_count,ebrem_transition_count,ebrem_step_count,max_frac,sum_loss_GeV,cumulative_frac,lcio_residual_pct,gsf_residual_pct
3,8,light_ebrem,233,1,1,0.015505798531791492,0.031131386756896973,0.01550579853179146,-1.4570407956139912,-1.3091382473298472
3,9,no_ebrem,231,0,0,0.0,0.0,0.0,0.08924207643190708,0.32937519639917445
4,0,no_ebrem,232,0,0,0.0,0.0,0.0,-0.15191917432760352,0.0044808647551082
4,1,no_ebrem,232,0,0,0.0,0.0,0.0,-0.14738860883940272,1.6349058918050487
4,2,light_ebrem,232,1,1,0.004462592684617296,0.008949637413024902,0.00446259268461735,-0.010516535067541839,0.09658979888850244
4,3,no_ebrem,233,0,0,0.0,0.0,0.0,0.07616307536566566,0.14038616609342486
4,4,light_ebrem,232,2,2,0.02907633742284605,0.061191439628601074,0.030987197701059288,-1.569800880401344,-0.8761075492046695
4,5,light_ebrem,232,1,1,0.006743523152562755,0.013527512550354004,0.006743523152562769,-0.5431350869442136,2.9359550872296727
4,6,light_ebrem,232,1,1,7.976442036111053e-05,0.00015997886657714844,7.976442036106146e-05,-0.3489423262898837,-0.31772431436099474
4,7,no_ebrem,231,0,0,0.0,0.0,0.0,-0.6034780941589083,1.1181292508978216
4,8,light_ebrem,232,1,1,0.002520006093969147,0.005051851272583008,0.002520006093969185,0.03162613776429404,0.2986687891112438
4,9,no_ebrem,232,0,0,0.0,0.0,0.0,0.08452687069150905,0.30738788592748884
5,0,light_ebrem,232,3,3,0.03228389437561877,0.0747908353805542,0.037262742573157315,-3.5798027081135118,-0.6565943442587538
5,1,no_ebrem,231,0,0,0.0,0.0,0.0,0.023433084800470162,-0.10392076191006151
5,2,no_ebrem,232,0,0,0.0,0.0,0.0,-0.04539381606935787,0.05825473111064
5,3,no_ebrem,232,0,0,0.0,0.0,0.0,-0.45987085062808947,-0.08080358607132183
5,4,light_ebrem,232,1,1,0.024150368423234557,0.04847252368927002,0.02415036842323459,-2.2664667629702544,0.08280316781963191
5,5,light_ebrem,231,1,1,0.003853445401677359,0.007718443870544434,0.0038534454016773134,-0.5368075366406805,0.8686643899626142
5,6,light_ebrem,232,3,3,0.020858580224640745,0.041941165924072266,0.020919595614440678,-2.053330491377315,0.19564605133740362
