file_index,event_id,n_comps,n_hits,n_hits_total,charge,gsf_p_header,gsf_chi2_header,gsf_ndf_header,truth_pt,lcio_pt,gsf_pt,truth_eta,lcio_eta,gsf_eta,truth_phi,lcio_phi,gsf_phi,lcio_d0,gsf_d0,lcio_z0,gsf_z0,truth_p,lcio_p,gsf_p,lcio_chi2,lcio_ndf,gsf_chi2,gsf_ndf,splits,reductions,peak_comps,final_comps,best_weight,mean_weight,weight_ratio,max_tX0,total_tX0,entry_index,primary_tracker_ebrem_count,tracker_cumulative_frac_loss,max_tracker_single_frac_loss,tracker_sum_loss_GeV
2,7,25,233,233,-1,1.89,0.0,458.0,2.0004,1.8521,1.8522,0.0874,0.0878,0.2129,-2.6871,-2.6827,-3.0484,-0.0051,13.6093,0.0035,-4.5765,2.008,1.859,1.894,442.3,460,0.0,458,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0201,7,1,0.07387627697350285,0.07387627697350285,0.14832627773284912
2,8,25,233,233,-1,6.27,0.0,458.0,2.0004,1.8885,1.8909,0.0874,0.0867,1.8682,1.8989,1.9038,-0.9956,0.0021,70.7763,0.0107,-20.1058,2.008,1.896,6.269,493.6,460,0.0,458,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0201,8,2,0.06205127546324196,0.05191396878323973,0.12440574169158936
2,9,25,233,233,-1,2.47,0.0,458.0,2.0004,1.9937,1.9943,0.0874,0.0872,0.6787,3.0037,3.0095,2.8718,0.0012,5.1089,-0.0043,-24.9353,2.008,2.001,2.472,450.3,460,0.0,458,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0201,9,1,0.0011995801826024666,0.0011995801826024666,0.0024056434631347656
2,10,25,233,233,-1,7.82,0.0,458.0,2.0004,1.9415,1.9448,0.0874,0.0874,2.0689,0.2135,0.218,-2.5487,-0.0041,65.0634,0.0019,-21.2788,2.008,1.949,7.821,769.4,460,0.0,458,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0201,10,3,0.05046443173482207,0.03227095707767447,0.10122406482696533
2,11,25,233,233,-1,2.45,0.0,458.0,2.0004,1.9222,1.9227,0.0874,0.0875,0.7274,-2.2645,-2.2606,3.0727,0.0128,23.5848,-0.0009,-13.7221,2.008,1.93,2.454,579.4,460,0.0,458,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0201,11,1,0.04115678066296968,0.04115678066296968,0.0825800895690918
2,12,25,235,235,-1,2.01,0.0,462.0,2.0004,2.0034,2.0034,0.0874,0.0874,0.1014,-2.1312,-2.1278,-2.7241,0.0073,15.6005,-0.0034,-0.0906,2.008,2.011,2.014,463.3,464,0.0,462,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0233,12,1,8.679307781256362e-06,8.679307781256362e-06,1.7404556274414062e-05
2,18,5,232,232,-1,59.1,367.1,456.0,2.0004,2.0038,2.0039,0.0874,0.088,-4.077,-1.3817,-1.3764,2.4204,-0.0035,-2209.2292,-0.003,-83151.0547,2.008,2.012,59.098,556.9,458,367.1,456,1,0,5,5,0.6068,0.2,3.03,0.0032,0.0195,18,1,0.0006721936183929911,0.0006721936183929911,0.0013480186462402344
2,20,25,233,233,-1,2.07,0.0,458.0,2.0004,1.9995,1.9992,0.0874,0.0878,-0.2595,-0.2491,-0.2447,-2.8528,-0.0023,70.8494,-0.0014,6.2181,2.008,2.007,2.067,519.6,460,0.0,458,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0201,20,1,8.543474282840524e-05,8.543474282840524e-05,0.00017142295837402344
2,21,5,233,233,-1,28.54,277.8,458.0,2.0004,1.9905,1.9897,0.0874,0.087,-3.3554,3.1218,3.1266,2.038,0.0018,-755.6946,0.0018,474.0187,2.008,1.998,28.544,428.4,460,277.8,458,1,0,5,5,0.6068,0.2,3.03,0.0032,0.0189,21,2,0.018775920169265436,0.013390387600310083,0.03765261173248291
2,23,5,232,232,-1,86.83,325.3,456.0,2.0004,2.0002,2.0004,0.0874,0.0871,-4.4636,-1.7296,-1.725,-0.7076,-0.0069,388.4117,0.0032,1301.9164,2.008,2.008,86.826,484.7,458,325.3,456,1,0,5,5,0.6068,0.2,3.03,0.0032,0.0195,23,1,0.0012069364205808952,0.0012069364205808952,0.0024216175079345703
2,27,5,233,233,-1,11.6,329.8,458.0,2.0004,1.9798,1.9794,0.0874,0.0875,-2.4542,3.1147,3.1194,-1.006,0.0058,-191.6954,-0.0039,67.5869,2.008,1.987,11.602,484.9,460,329.8,458,1,0,5,5,0.6068,0.2,3.03,0.0032,0.0199,27,1,0.010853865195161738,0.010853865195161738,0.0217820405960083
2,28,25,233,233,-1,2.01,0.0,458.0,2.0004,2.0025,2.0025,0.0874,0.0876,0.0864,2.8036,2.8087,2.827,-0.0013,-0.3898,-0.0007,0.0178,2.008,2.01,2.01,468.3,460,0.0,458,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0201,28,2,0.0021723212558377725,0.0011830605510171344,0.00435638427734375
2,29,25,233,233,-1,2.39,0.0,458.0,2.0004,1.9873,1.9878,0.0874,0.0873,0.6273,-2.7557,-2.7509,2.9136,-0.0032,23.2281,-0.0017,-20.4938,2.008,1.995,2.392,492.3,460,0.0,458,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0201,29,1,0.001961551281700502,0.001961551281700502,0.003922224044799805
2,30,5,233,233,-1,39.31,286.3,458.0,2.0004,1.994,1.9943,0.0874,0.0874,3.6737,1.5779,1.5856,0.6192,0.0064,-208.5886,-0.0041,-657.4146,2.008,2.002,39.312,393.3,460,286.3,458,1,0,5,5,0.6068,0.2,3.03,0.0032,0.0199,30,1,0.0010283404005237973,0.0010283404005237973,0.002062559127807617
2,32,25,234,234,-1,2.95,0.0,460.0,2.0004,2.0012,2.0022,0.0874,0.0869,0.9381,-2.3776,-2.3728,-2.1708,0.005,-7.7987,-0.0044,-37.1469,2.008,2.009,2.95,502.4,462,0.0,460,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0205,32,1,0.001301076434762849,0.001301076434762849,0.0026090145111083984
2,34,25,233,233,-1,2.07,0.0,458.0,2.0004,2.0013,2.0015,0.0874,0.087,0.2691,1.0466,1.0525,0.2735,-0.0003,19.8907,0.0018,-3.7386,2.008,2.009,2.074,504.9,460,0.0,458,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0201,34,1,5.778411474255396e-05,5.778411474255396e-05,0.00011587142944335938
2,35,25,233,233,-1,2.01,0.0,458.0,2.0004,1.9889,1.9887,0.0874,0.087,-0.1565,0.8394,0.8451,-0.7748,-0.0026,33.9085,0.0041,3.9518,2.008,1.996,2.013,454.9,460,0.0,458,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0201,35,1,0.004935481557372223,0.004935481557372223,0.009909629821777344
2,40,25,234,234,-1,2.16,0.0,460.0,2.0004,1.9876,1.9879,0.0874,0.0878,0.4084,-1.4955,-1.491,-1.8585,-0.0065,14.192,0.0032,-12.6292,2.008,1.995,2.156,485.8,462,0.0,460,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0217,40,1,0.007885648523987099,0.007885648523987099,0.015810728073120117
2,42,25,233,233,-1,2.17,0.0,458.0,2.0004,1.9987,1.999,0.0874,0.0884,0.4104,2.6364,2.6413,2.6162,0.003,0.3402,-0.0017,-5.5475,2.008,2.007,2.17,483.4,460,0.0,458,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0201,42,1,0.0004337798418194705,0.0004337798418194705,0.0008704662322998047
2,44,5,233,233,-1,2.07,567.9,458.0,2.0004,1.9757,1.9742,0.0874,0.0875,0.3063,2.0983,2.1026,-1.2807,-0.0008,797.939,-0.0008,3.9129,2.008,1.983,2.068,667.8,460,567.9,458,1,0,5,5,0.6068,0.2,3.03,0.0016,0.0173,44,2,0.06871914800698553,0.06269651438953316,0.13782358169555664
2,49,25,234,234,-1,2.0,0.0,460.0,2.0004,1.9943,1.9942,0.0874,0.0873,-0.0622,-0.3546,-0.349,-1.0122,-0.0009,10.1482,-0.0021,2.2649,2.008,2.002,1.998,474.4,462,0.0,460,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0217,49,1,0.0029517958378376674,0.0029517958378376674,0.005917668342590332
2,51,25,234,234,-1,1.98,0.0,460.0,2.0004,1.9828,1.9828,0.0874,0.0871,0.0011,-2.6127,-2.6076,2.6727,0.0016,37.8916,0.0029,3.5178,2.008,1.99,1.983,496.4,462,0.0,460,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0205,51,3,0.009137675848494453,0.006429059369724599,0.01833939552307129
2,54,5,232,232,-1,8.36,343.0,456.0,2.0004,1.8574,1.8539,0.0874,0.0875,-2.1867,1.8522,1.8586,0.2357,0.0207,178.9558,0.006,28555.5898,2.008,1.865,8.359,1097.2,458,343.0,456,1,0,5,5,0.6068,0.2,3.03,0.0032,0.0195,54,1,0.07820889048653179,0.07820889048653179,0.156913161277771
2,65,5,232,232,-1,28.78,266.3,456.0,2.0004,1.956,1.9557,0.0874,0.0876,3.3808,1.5275,1.5321,2.2583,-0.0032,-293.8991,-0.0007,-518.3632,2.008,1.964,28.775,411.1,458,266.3,456,1,0,5,5,0.6068,0.2,3.03,0.0032,0.0195,65,3,0.022996640778519595,0.022913535976155863,0.04615068435668945
2,70,25,233,233,-1,1.99,0.0,458.0,2.0004,1.8936,1.8938,0.0874,0.0886,0.3098,-1.7605,-1.7558,-2.8174,0.002,38.7575,0.0037,-6.2585,2.008,1.901,1.985,467.1,460,0.0,458,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0201,70,1,0.05282782987270762,0.05282782987270762,0.10604691505432129
2,71,25,233,233,-1,2.09,0.0,458.0,2.0004,1.9956,1.9958,0.0874,0.0869,0.3062,-2.7306,-2.7253,-2.753,-0.0077,0.8643,-0.0,-8.6222,2.008,2.003,2.09,472.4,460,0.0,458,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0201,71,1,0.0015466100737621113,0.0015466100737621113,0.0031011104583740234
2,73,25,233,233,-1,2.39,0.0,458.0,2.0004,1.9881,1.9886,0.0874,0.0871,0.6282,1.4637,1.4688,-0.5601,0.0007,59.37,0.0006,-6.5079,2.008,1.996,2.394,554.1,460,0.0,458,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0201,73,1,0.006674613115489447,0.006674613115489447,0.013396024703979492
2,74,25,234,234,-1,2.03,0.0,460.0,2.0004,2.0006,2.0003,0.0874,0.0875,-0.1802,0.2182,0.2231,-0.2181,0.0025,16.2991,-0.0028,9.8814,2.008,2.008,2.033,461.7,462,0.0,460,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0217,74,1,1.8058360343631286e-05,1.8058360343631286e-05,3.62396240234375e-05
2,75,25,233,233,-1,2.44,0.0,458.0,2.0004,2.0033,2.0039,0.0874,0.088,0.6515,-3.0793,-3.0745,2.0745,0.0024,41.1434,-0.0041,-17.5023,2.008,2.011,2.445,434.6,460,0.0,458,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0201,75,1,0.00010592432870459856,0.00010592432870459856,0.00021266937255859375
2,79,25,234,234,-1,2.0,0.0,460.0,2.0004,2.0019,2.0019,0.0874,0.0876,-0.0207,-0.9258,-0.9213,-1.5703,-0.0016,13.4752,0.0025,2.3226,2.008,2.01,2.002,434.1,462,0.0,460,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0217,79,2,0.0015798652633434163,0.0015641752175743484,0.0031692981719970703
2,83,25,234,234,-1,1.98,0.0,460.0,2.0004,1.973,1.973,0.0874,0.0873,0.053,-0.0685,-0.0628,-0.6477,-0.0007,21.5676,0.0039,1.4738,2.008,1.981,1.976,465.7,462,0.0,460,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0217,83,2,0.012269735759033895,0.012261946972523585,0.024602651596069336
2,89,25,233,233,-1,2.06,0.0,458.0,2.0004,1.9993,1.9995,0.0874,0.0884,0.2545,2.9655,2.9709,2.4399,-0.0071,20.3129,-0.0002,-6.0468,2.008,2.007,2.065,462.1,460,0.0,458,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0201,89,1,0.0024145141439715356,0.0024145141439715356,0.004842042922973633
2,94,5,232,232,-1,32.18,273.8,456.0,2.0004,1.9983,1.9978,0.0874,0.0869,-3.4716,-2.3621,-2.3545,2.6262,-0.004,-1184.4672,0.0013,526.9261,2.008,2.006,32.183,426.1,458,273.8,456,1,0,5,5,0.6068,0.2,3.03,0.0032,0.0195,94,1,0.0003844899280381897,0.0003844899280381897,0.0007719993591308594
2,95,25,233,233,-1,2.55,0.0,458.0,2.0004,2.0009,2.0016,0.0874,0.0881,0.7241,-1.7176,-1.7132,-1.7201,0.0031,0.0545,0.0071,-27.3374,2.008,2.009,2.55,502.6,460,0.0,458,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0201,95,1,0.013604990519439641,0.013604990519439641,0.02728569507598877
2,98,25,233,233,-1,2.35,0.0,458.0,2.0004,1.998,1.9974,0.0874,0.0877,-0.582,-1.8738,-1.8692,1.8598,0.0027,63.5916,-0.0036,8.1525,2.008,2.006,2.345,552.7,460,0.0,458,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0201,98,1,0.0008741435258381447,0.0008741435258381447,0.0017545223236083984
3,1,25,233,233,-1,2.07,0.0,458.0,2.0004,1.9992,1.9994,0.0874,0.0857,0.2575,1.7226,1.7234,1.2263,0.0007,18.7041,-0.0023,-6.1614,2.008,2.007,2.066,428.4,460,0.0,458,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0201,1,2,0.002762715729791143,0.0026580196232222075,0.005541801452636719
3,4,25,233,233,-1,2.09,0.0,458.0,2.0004,2.0077,2.0074,0.0874,0.0872,-0.2801,-1.5084,-1.5032,-2.666,-0.003,42.0241,-0.0019,11.8839,2.008,2.015,2.087,464.2,460,0.0,458,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0201,4,1,2.1751750481024956e-05,2.1751750481024956e-05,4.363059997558594e-05
3,7,25,235,235,-1,2.02,0.0,462.0,2.0004,1.9706,1.9703,0.0874,0.0881,-0.2147,-0.5578,-0.5528,-1.2653,0.0066,10.7838,-0.0007,4.1631,2.008,1.978,2.016,463.3,464,0.0,462,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0221,7,1,0.016296647123771546,0.016296647123771546,0.0326918363571167
3,8,5,233,233,-1,11.24,290.8,458.0,2.0004,1.9715,1.9713,0.0874,0.0873,-2.4263,-2.9079,-2.9031,-0.6349,-0.0019,-988.9259,-0.0046,13.7128,2.008,1.979,11.241,435.2,460,290.8,458,1,0,5,5,0.6068,0.2,3.03,0.0032,0.0199,8,1,0.01550579853179146,0.01550579853179146,0.031131386756896973
3,10,25,233,233,-1,1.99,0.0,458.0,2.0004,1.9356,1.9353,0.0874,0.0873,-0.2283,0.3343,0.3387,-0.7552,0.0018,39.7846,-0.0052,10.5081,2.008,1.943,1.986,451.9,460,0.0,458,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0201,10,1,1.2187932752372177e-05,1.2187932752372177e-05,2.3603439331054688e-05
3,11,25,233,233,-1,2.08,0.0,458.0,2.0004,2.0005,2.0007,0.0874,0.0869,0.277,-1.0929,-1.0872,-2.1297,0.0009,19.9394,0.0044,-1.938,2.008,2.008,2.078,454.8,460,0.0,458,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0201,11,1,0.0014546898273404274,0.0014546898273404274,0.002919435501098633
3,12,5,232,232,-1,78.1,333.5,456.0,2.0004,1.9989,1.9983,0.0874,0.0872,4.3587,-0.8741,-0.8687,0.2022,-0.0024,-88.6263,0.0015,-530.527,2.008,2.007,78.104,470.4,458,333.5,456,1,0,5,5,0.6068,0.2,3.03,0.0016,0.0169,12,1,6.440919948758062e-05,6.440919948758062e-05,0.00012922286987304688
3,13,25,234,234,-1,2.51,0.0,460.0,2.0004,1.8425,1.8432,0.0874,0.0864,0.8265,-2.4449,-2.441,-3.1331,0.0159,25.4539,-0.0016,-28.4488,2.008,1.849,2.509,592.3,462,0.0,460,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0217,13,2,0.08089495435813976,0.07802468100452598,0.1623600721359253
3,15,5,231,231,-1,35.45,245.5,454.0,2.0004,1.9461,1.9447,0.0874,0.0874,3.5953,1.2405,1.2509,-3.0834,0.0021,475.6583,0.0051,-62.1087,2.008,1.954,35.446,427.2,456,245.5,454,1,0,5,5,0.6068,0.2,3.03,0.0032,0.0189,15,1,0.028316378754274174,0.028316378754274174,0.05682110786437988
3,17,5,232,232,-1,44.54,406.1,456.0,2.0004,1.9198,1.9143,0.0874,0.0874,3.8398,-2.3101,-2.3055,-1.5175,0.0058,-423.1165,-0.0027,-583.3893,2.008,1.927,44.544,780.8,458,406.1,456,1,0,5,5,0.6068,0.2,3.03,0.0016,0.0169,17,1,0.05026085321365148,0.05026085321365148,0.10081362724304199
3,21,1,22,22,-1,2.0,24.9,36.0,2.0004,1.9896,1.9896,0.0874,0.0873,0.0875,1.5436,1.5512,1.544,-0.0016,-0.0106,-0.0006,-0.0064,2.008,1.997,1.997,26.0,38,24.9,36,0,0,1,1,1.0,1.0,1.0,0.0016,0.00728,21,1,0.0742346112543657,0.0742346112543657,0.14891040325164795
3,22,25,233,233,-1,2.0,0.0,458.0,2.0004,2.0013,2.0012,0.0874,0.087,0.0369,-0.6494,-0.6439,-1.1627,0.0068,8.1538,0.0062,0.9216,2.008,2.009,2.003,414.0,460,0.0,458,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0201,22,1,0.0001277762234573876,0.0001277762234573876,0.00025653839111328125
3,25,25,234,234,-1,2.0,0.0,460.0,2.0004,2.0008,2.0006,0.0874,0.087,-0.0592,0.6388,0.6436,-0.2396,-0.0053,32.4791,0.0029,5.3652,2.008,2.008,2.004,438.8,462,0.0,460,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0217,25,1,0.0037309358863474307,0.0037309358863474307,0.007479071617126465
3,26,25,233,233,-1,2.13,0.0,458.0,2.0004,1.9693,1.9689,0.0874,0.0867,-0.3982,1.1951,1.2,0.2656,-0.0014,33.7911,0.0009,16.3633,2.008,1.977,2.127,488.8,460,0.0,458,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0201,26,1,0.0031204469885481867,0.0031204469885481867,0.006174564361572266
3,27,25,233,233,-1,2.05,0.0,458.0,2.0004,1.825,1.8253,0.0874,0.0857,0.4907,1.4934,1.4977,0.7366,0.0122,27.7283,0.0,-13.8165,2.008,1.832,2.049,648.2,460,0.0,458,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0201,27,1,0.08894054577261079,0.08894054577261079,0.17850303649902344
3,28,25,235,235,-1,2.15,0.0,462.0,2.0004,1.9965,1.9961,0.0874,0.0873,-0.3882,-0.0694,-0.0647,-1.0539,-0.0031,35.0672,0.0021,15.5041,2.008,2.004,2.148,479.7,464,0.0,462,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0233,28,1,0.0006573744128591796,0.0006573744128591796,0.0013194084167480469
3,29,25,233,233,-1,2.07,0.0,458.0,2.0004,1.9975,1.9972,0.0874,0.0865,-0.2638,-1.1132,-1.1087,-1.5573,0.0026,9.5312,-0.0021,7.3564,2.008,2.005,2.067,485.5,460,0.0,458,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0201,29,1,0.0026683428221079275,0.0026683428221079275,0.005354166030883789
3,30,25,234,234,-1,2.1,0.0,460.0,2.0004,1.9994,1.9997,0.0874,0.0875,0.3131,1.109,1.1141,0.568,0.0032,14.338,-0.0025,-5.5176,2.008,2.007,2.098,391.2,462,0.0,460,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0217,30,1,6.111646705919682e-05,6.111646705919682e-05,0.00012254714965820312
3,31,25,234,234,-1,2.05,0.0,460.0,2.0004,1.9983,1.998,0.0874,0.0868,-0.232,-1.5429,-1.5377,-2.3459,0.0007,30.9667,0.0004,11.7071,2.008,2.006,2.052,456.4,462,0.0,460,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0217,31,1,0.0016667501862566159,0.0016667501862566159,0.0033464431762695312
3,35,25,234,234,-1,2.31,0.0,460.0,2.0004,1.9544,1.9549,0.0874,0.0871,0.5943,1.2054,1.2108,0.3131,0.0041,32.4652,-0.0003,-16.8873,2.008,1.962,2.31,464.5,462,0.0,460,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0217,35,1,0.023391429149963505,0.023391429149963505,0.046959519386291504
3,38,5,232,232,-1,13.45,258.6,456.0,2.0004,1.9334,1.9332,0.0874,0.0872,2.6279,-1.7077,-1.703,-0.3115,0.0,-1863.1808,0.0027,-294.697,2.008,1.941,13.452,564.8,458,258.6,456,1,0,5,5,0.6068,0.2,3.03,0.0032,0.0185,38,1,0.036702438607080556,0.036702438607080556,0.07364702224731445
3,39,5,232,232,-1,39.1,292.2,456.0,2.0004,2.0006,2.0,0.0874,0.0877,3.6655,0.6544,0.6594,-0.081,-0.0071,862.4803,-0.0018,-602.8841,2.008,2.008,39.1,475.9,458,292.2,456,1,0,5,5,0.6068,0.2,3.03,0.0032,0.0195,39,1,4.51689920577536e-06,4.51689920577536e-06,9.059906005859375e-06
3,42,25,233,233,-1,2.07,0.0,458.0,2.0004,1.999,1.9992,0.0874,0.0872,0.2597,2.9588,2.964,2.9585,-0.0024,0.0202,0.0068,-6.9144,2.008,2.007,2.067,479.9,460,0.0,458,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0201,42,1,0.000855018888263559,0.000855018888263559,0.0017125606536865234
3,43,25,233,233,-1,2.07,0.0,458.0,2.0004,2.0019,2.0021,0.0874,0.0876,0.2562,1.0929,1.0975,0.2954,-0.0021,20.4135,-0.0015,-3.3496,2.008,2.01,2.068,436.0,460,0.0,458,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0201,43,1,2.9367929626378242e-05,2.9367929626378242e-05,5.888938903808594e-05
3,44,25,234,234,-1,1.99,0.0,460.0,2.0004,1.9881,1.9881,0.0874,0.0884,0.0772,1.2137,1.2193,0.5063,-0.0028,26.2357,-0.0006,0.7513,2.008,1.996,1.994,482.8,462,0.0,460,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0217,44,1,0.004972841157918295,0.004972841157918295,0.00997471809387207
3,45,25,233,233,-1,2.1,0.0,458.0,2.0004,1.9918,1.9915,0.0874,0.0871,-0.3278,-0.1569,-0.1516,-0.6668,-0.0003,19.6058,0.0006,15.7319,2.008,1.999,2.099,565.6,460,0.0,458,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0201,45,1,0.000854699940925352,0.000854699940925352,0.0017154216766357422
3,48,25,234,234,-1,2.09,0.0,460.0,2.0004,1.9323,1.9317,0.0874,0.0868,-0.4017,-2.3565,-2.3521,-2.7106,-0.0041,14.2413,0.0025,19.8196,2.008,1.94,2.09,430.8,462,0.0,460,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0217,48,4,0.03668008395832745,0.029422613497148142,0.07362627983093262
3,49,25,233,233,-1,2.0,0.0,458.0,2.0004,1.9989,1.9988,0.0874,0.0877,-0.0512,-3.0774,-3.0722,-2.2425,-0.0057,-31.4529,0.0053,5.2338,2.008,2.007,2.001,453.9,460,0.0,458,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0201,49,2,0.0006429675881789443,0.0006403521972746518,0.0012896060943603516
3,50,25,233,233,-1,3.11,0.0,458.0,2.0004,1.9896,1.9906,0.0874,0.0879,1.0144,2.2434,2.2482,1.6902,-0.0037,11.7227,-0.0,-21.4177,2.008,1.997,3.106,496.8,460,0.0,458,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0201,50,1,0.0035308731493643997,0.0035308731493643997,0.0070819854736328125
3,53,25,233,233,-1,3.4,0.0,458.0,2.0004,1.9982,1.9993,0.0874,0.0884,1.1221,-0.7339,-0.7287,-1.0239,0.0011,4.7385,0.0034,-20.337,2.008,2.006,3.396,489.0,460,0.0,458,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0201,53,2,0.010225368396099999,0.00915858546857673,0.020500779151916504
3,54,25,233,233,-1,3.73,0.0,458.0,2.0004,1.9882,1.9895,0.0874,0.0869,1.2399,0.1533,0.1577,-0.6091,-0.0036,28.1546,0.0032,-50.1583,2.008,1.996,3.725,448.1,460,0.0,458,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0201,54,1,0.005959014742622948,0.005959014742622948,0.011950016021728516
3,55,25,233,233,-1,2.25,0.0,458.0,2.0004,1.8982,1.8987,0.0874,0.0876,0.5989,-0.1468,-0.1422,-1.4345,0.0083,44.8156,-0.0084,-13.6654,2.008,1.906,2.249,735.6,460,0.0,458,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0201,55,2,0.05490536692396786,0.05459252843173246,0.11014997959136963
3,56,25,233,233,-1,2.03,0.0,458.0,2.0004,2.0039,2.0038,0.0874,0.0884,-0.1533,-0.3116,-0.3062,-1.924,-0.0044,51.0998,0.0033,6.5277,2.008,2.012,2.027,455.9,460,0.0,458,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0201,56,1,0.00031006498524577264,0.00031006498524577264,0.000621795654296875
3,61,25,233,233,-1,2.0,0.0,458.0,2.0004,2.0005,2.0005,0.0874,0.0869,0.0441,-2.3086,-2.3036,-2.3328,0.0036,0.6531,0.0027,1.1733,2.008,2.008,2.002,437.1,460,0.0,458,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0201,61,1,5.764378588701824e-05,5.764378588701824e-05,0.00011563301086425781
3,62,25,234,234,-1,2.03,0.0,460.0,2.0004,1.8978,1.8981,0.0874,0.088,0.3682,-2.0369,-2.0317,-2.728,-0.0009,17.9681,-0.0018,-6.412,2.008,1.905,2.028,526.6,462,0.0,460,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0217,62,2,0.09462619567571362,0.09457980796999543,0.1798412799835205
3,63,5,232,232,-1,11.0,345.0,456.0,2.0004,1.9647,1.964,0.0874,0.0871,2.408,-2.3935,-2.3887,2.5019,-0.0015,-1951.9069,0.0019,-279.641,2.008,1.972,11.0,511.8,458,345.0,456,1,0,5,5,0.6068,0.2,3.03,0.0032,0.0195,63,1,0.016934890843234074,0.016934890843234074,0.03398728370666504
3,66,5,231,231,-1,6.97,242.2,454.0,2.0004,2.0031,2.0024,0.0874,0.0868,-1.9196,-2.9509,-2.9437,2.8931,-0.0019,-301.8487,0.0004,137.1548,2.008,2.011,6.973,447.8,456,242.2,454,1,0,5,5,0.6068,0.2,3.03,0.0032,0.0189,66,2,0.02246022968193151,0.021905456097885745,0.045031189918518066
3,67,25,233,233,-1,2.12,0.0,458.0,2.0004,1.9754,1.9756,0.0874,0.0877,0.3815,0.6789,0.6835,-0.2861,-0.0029,34.8107,0.001,-8.8184,2.008,1.983,2.121,476.2,460,0.0,458,2,1,25,25,0.3397,0.04,8.49,0.0032,0.0201,67,3,0.01599968388838169,0.012485662391567787,0.032091736793518066
3,68,5,228,228,-1,100.14,651.4,448.0,2.0004,1.9414,1.9333,0.0874,0.0872,-4.6404,-2.5091,-2.5044,2.6446,0.0049,8778.7588,-0.0013,1242.8507,2.008,1.949,100.135,908.7,450,651.4,448,1,0,5,5,0.6068,0.2,3.03,0.0032,0.0199,68,3,0.049372517693763496,0.04399083714415686,0.09902477264404297
3,72,5,232,232,-1,6.25,293.8,456.0,2.0004,1.9723,1.9712,0.0874,0.0878,-1.8219,2.6997,2.7044,1.8021,-0.0008,12.9889,0.0,32.3846,2.008,1.98,6.254,454.4,458,293.8,456,1,0,5,5,0.6068,0.2,3.03,0.0032,0.0195,72,3,0.015071363025191853,0.013938188172757715,0.03024423122406006
