entry_index,file_index,event_id,tracking_file,material_step_file,primary_tracker_ebrem_count,tracker_cumulative_frac_loss,max_tracker_single_frac_loss,tracker_sum_loss_GeV
56,8,56,trk-e--2.0-85-8.root,gsf_material_steps-e--2.0-85-8.root,1,0.0022810989024574235,0.0022810989024574235,0.004575252532958984
57,8,57,trk-e--2.0-85-8.root,gsf_material_steps-e--2.0-85-8.root,1,0.00029504469873709027,0.00029504469873709027,0.0005919933319091797
58,8,58,trk-e--2.0-85-8.root,gsf_material_steps-e--2.0-85-8.root,2,0.006266837381302515,0.00448500578187494,0.012579202651977539
59,8,59,trk-e--2.0-85-8.root,gsf_material_steps-e--2.0-85-8.root,2,0.03759505223687576,0.03680519867846721,0.07543516159057617
61,8,61,trk-e--2.0-85-8.root,gsf_material_steps-e--2.0-85-8.root,1,0.004633276002452891,0.004633276002452891,0.00929880142211914
65,8,65,trk-e--2.0-85-8.root,gsf_material_steps-e--2.0-85-8.root,1,0.01000941024201718,0.01000941024201718,0.019773125648498535
66,8,66,trk-e--2.0-85-8.root,gsf_material_steps-e--2.0-85-8.root,1,0.028117920653771944,0.028117920653771944,0.05637943744659424
67,8,67,trk-e--2.0-85-8.root,gsf_material_steps-e--2.0-85-8.root,1,0.0005960429968333569,0.0005960429968333569,0.001196146011352539
74,8,74,trk-e--2.0-85-8.root,gsf_material_steps-e--2.0-85-8.root,3,0.023604635708683208,0.013326334906318071,0.047361135482788086
75,8,75,trk-e--2.0-85-8.root,gsf_material_steps-e--2.0-85-8.root,2,0.011276602618622511,0.01094113120522322,0.02263951301574707
76,8,76,trk-e--2.0-85-8.root,gsf_material_steps-e--2.0-85-8.root,1,0.04218180932094595,0.04218180932094595,0.08460772037506104
78,8,78,trk-e--2.0-85-8.root,gsf_material_steps-e--2.0-85-8.root,1,2.853801531199629e-06,2.853801531199629e-06,5.7220458984375e-06
82,8,82,trk-e--2.0-85-8.root,gsf_material_steps-e--2.0-85-8.root,1,5.9914265539084965e-05,5.9914265539084965e-05,0.0001201629638671875
83,8,83,trk-e--2.0-85-8.root,gsf_material_steps-e--2.0-85-8.root,3,0.021909029784878742,0.02188473013796166,0.04393970966339111
87,8,87,trk-e--2.0-85-8.root,gsf_material_steps-e--2.0-85-8.root,1,0.08767225635558618,0.08767225635558618,0.17597508430480957
89,8,89,trk-e--2.0-85-8.root,gsf_material_steps-e--2.0-85-8.root,1,0.006364856537484309,0.006364856537484309,0.012763500213623047
91,8,91,trk-e--2.0-85-8.root,gsf_material_steps-e--2.0-85-8.root,3,0.054898506728636054,0.03196102358785913,0.11003005504608154
96,8,96,trk-e--2.0-85-8.root,gsf_material_steps-e--2.0-85-8.root,3,0.09377593852291521,0.06521970270018362,0.1880960464477539
0,9,0,trk-e--2.0-85-9.root,gsf_material_steps-e--2.0-85-9.root,3,0.05152839249197061,0.048962083395339806,0.008815422654151917
2,9,2,trk-e--2.0-85-9.root,gsf_material_steps-e--2.0-85-9.root,2,0.0005317152961403782,0.0004535239237741795,0.0010640621185302734
7,9,7,trk-e--2.0-85-9.root,gsf_material_steps-e--2.0-85-9.root,1,0.0005063433236052184,0.0005063433236052184,0.0010151863098144531
8,9,8,trk-e--2.0-85-9.root,gsf_material_steps-e--2.0-85-9.root,1,0.017084779428317542,0.017084779428317542,0.03428840637207031
14,9,14,trk-e--2.0-85-9.root,gsf_material_steps-e--2.0-85-9.root,1,0.014633805080566997,0.014633805080566997,0.029349684715270996
15,9,15,trk-e--2.0-85-9.root,gsf_material_steps-e--2.0-85-9.root,1,0.0006125662712336277,0.0006125662712336277,0.0012290477752685547
17,9,17,trk-e--2.0-85-9.root,gsf_material_steps-e--2.0-85-9.root,3,0.027275463839459335,0.02717872378972863,0.05470740795135498
18,9,18,trk-e--2.0-85-9.root,gsf_material_steps-e--2.0-85-9.root,1,9.376712453312841e-05,9.376712453312841e-05,0.0001881122589111328
20,9,20,trk-e--2.0-85-9.root,gsf_material_steps-e--2.0-85-9.root,1,0.004867875447490122,0.004867875447490122,0.00960540771484375
21,9,21,trk-e--2.0-85-9.root,gsf_material_steps-e--2.0-85-9.root,1,0.0841476617751512,0.0841476617751512,0.16885173320770264
22,9,22,trk-e--2.0-85-9.root,gsf_material_steps-e--2.0-85-9.root,2,0.0027576597883153253,0.0019408558760832806,0.005529046058654785
26,9,26,trk-e--2.0-85-9.root,gsf_material_steps-e--2.0-85-9.root,1,0.0002241108606474418,0.0002241108606474418,0.00044989585876464844
28,9,28,trk-e--2.0-85-9.root,gsf_material_steps-e--2.0-85-9.root,1,0.0014149660510285322,0.0014149660510285322,0.0028405189514160156
29,9,29,trk-e--2.0-85-9.root,gsf_material_steps-e--2.0-85-9.root,1,0.003983718314897855,0.003983718314897855,0.005039095878601074
30,9,30,trk-e--2.0-85-9.root,gsf_material_steps-e--2.0-85-9.root,1,0.07461045017593726,0.07461045017593726,0.14954257011413574
32,9,32,trk-e--2.0-85-9.root,gsf_material_steps-e--2.0-85-9.root,1,0.00025983520858641196,0.00025983520858641196,0.0005209445953369141
33,9,33,trk-e--2.0-85-9.root,gsf_material_steps-e--2.0-85-9.root,1,0.0001232879502646167,0.0001232879502646167,0.0002467632293701172
36,9,36,trk-e--2.0-85-9.root,gsf_material_steps-e--2.0-85-9.root,1,8.372296178826844e-05,8.372296178826844e-05,0.00016808509826660156
37,9,37,trk-e--2.0-85-9.root,gsf_material_steps-e--2.0-85-9.root,1,0.0022847623650946725,0.0022847623650946725,0.0045812129974365234
39,9,39,trk-e--2.0-85-9.root,gsf_material_steps-e--2.0-85-9.root,3,0.008487000256282018,0.007072656557558288,0.017024755477905273
43,9,43,trk-e--2.0-85-9.root,gsf_material_steps-e--2.0-85-9.root,1,0.00024273868223456674,0.00024273868223456674,0.00048661231994628906
46,9,46,trk-e--2.0-85-9.root,gsf_material_steps-e--2.0-85-9.root,1,0.05377467744123854,0.05377467744123854,0.1078178882598877
47,9,47,trk-e--2.0-85-9.root,gsf_material_steps-e--2.0-85-9.root,1,0.000529673854927859,0.000529673854927859,0.0010628700256347656
48,9,48,trk-e--2.0-85-9.root,gsf_material_steps-e--2.0-85-9.root,1,0.00020580963381700013,0.00020580963381700013,0.0004127025604248047
51,9,51,trk-e--2.0-85-9.root,gsf_material_steps-e--2.0-85-9.root,1,0.0002602310076241787,0.0002602310076241787,0.0005218982696533203
57,9,57,trk-e--2.0-85-9.root,gsf_material_steps-e--2.0-85-9.root,2,0.00034334354019627256,0.00027557731666094654,0.0006890296936035156
59,9,59,trk-e--2.0-85-9.root,gsf_material_steps-e--2.0-85-9.root,1,0.000478117274079759,0.000478117274079759,0.0009584426879882812
62,9,62,trk-e--2.0-85-9.root,gsf_material_steps-e--2.0-85-9.root,1,0.0105302912439178,0.0105302912439178,0.02113962173461914
63,9,63,trk-e--2.0-85-9.root,gsf_material_steps-e--2.0-85-9.root,1,0.0007391931166070842,0.0007391931166070842,0.0014836788177490234
68,9,68,trk-e--2.0-85-9.root,gsf_material_steps-e--2.0-85-9.root,1,0.00040559743479828825,0.00040559743479828825,0.0008134841918945312
70,9,70,trk-e--2.0-85-9.root,gsf_material_steps-e--2.0-85-9.root,1,5.4864334869120235e-05,5.4864334869120235e-05,0.00011014938354492188
71,9,71,trk-e--2.0-85-9.root,gsf_material_steps-e--2.0-85-9.root,2,0.0002270975205368453,0.00021806337147367572,0.00045561790466308594
75,9,75,trk-e--2.0-85-9.root,gsf_material_steps-e--2.0-85-9.root,1,0.015123610442453916,0.015123610442453916,0.03034043312072754
76,9,76,trk-e--2.0-85-9.root,gsf_material_steps-e--2.0-85-9.root,1,0.0009347383741988846,0.0009347383741988846,0.0018765926361083984
77,9,77,trk-e--2.0-85-9.root,gsf_material_steps-e--2.0-85-9.root,1,0.0030507467182478987,0.0030507467182478987,0.006113886833190918
81,9,81,trk-e--2.0-85-9.root,gsf_material_steps-e--2.0-85-9.root,1,0.046218288043051725,0.046218288043051725,0.09266793727874756
85,9,85,trk-e--2.0-85-9.root,gsf_material_steps-e--2.0-85-9.root,1,0.006643978337582124,0.006643978337582124,0.013338446617126465
87,9,87,trk-e--2.0-85-9.root,gsf_material_steps-e--2.0-85-9.root,2,0.06907570250067019,0.06888087645361474,0.1385328769683838
89,9,89,trk-e--2.0-85-9.root,gsf_material_steps-e--2.0-85-9.root,1,0.04403213753494495,0.04403213753494495,0.08806192874908447
90,9,90,trk-e--2.0-85-9.root,gsf_material_steps-e--2.0-85-9.root,2,0.004163816121120378,0.004005839207181672,0.008353590965270996
91,9,91,trk-e--2.0-85-9.root,gsf_material_steps-e--2.0-85-9.root,1,0.031197337898094646,0.031197337898094646,0.06264019012451172
92,9,92,trk-e--2.0-85-9.root,gsf_material_steps-e--2.0-85-9.root,2,0.049839443828789465,0.03780801748083695,0.0999375581741333
93,9,93,trk-e--2.0-85-9.root,gsf_material_steps-e--2.0-85-9.root,1,0.002908163192581914,0.002908163192581914,0.005837202072143555
94,9,94,trk-e--2.0-85-9.root,gsf_material_steps-e--2.0-85-9.root,2,0.009132798647337625,0.0068352315463078295,0.018309831619262695
97,9,97,trk-e--2.0-85-9.root,gsf_material_steps-e--2.0-85-9.root,1,8.843921194956472e-05,8.843921194956472e-05,0.0001773834228515625
0,10,0,trk-e--2.0-85-10.root,gsf_material_steps-e--2.0-85-10.root,3,0.030604744101781822,0.02875949710403014,0.06133747100830078
2,10,2,trk-e--2.0-85-10.root,gsf_material_steps-e--2.0-85-10.root,2,0.010610098039485538,0.010277600480529392,0.021262764930725098
3,10,3,trk-e--2.0-85-10.root,gsf_material_steps-e--2.0-85-10.root,3,0.0012553921622631137,0.0011816186635955628,0.002332925796508789
6,10,6,trk-e--2.0-85-10.root,gsf_material_steps-e--2.0-85-10.root,1,0.008576363166652001,0.008576363166652001,0.01720714569091797
8,10,8,trk-e--2.0-85-10.root,gsf_material_steps-e--2.0-85-10.root,1,0.0008700247021899976,0.0008700247021899976,0.0017457008361816406
10,10,10,trk-e--2.0-85-10.root,gsf_material_steps-e--2.0-85-10.root,1,0.006939106474672885,0.006939106474672885,0.01391899585723877
11,10,11,trk-e--2.0-85-10.root,gsf_material_steps-e--2.0-85-10.root,1,4.443373071427725e-05,4.443373071427725e-05,8.916854858398438e-05
12,10,12,trk-e--2.0-85-10.root,gsf_material_steps-e--2.0-85-10.root,1,7.910280787648549e-05,7.910280787648549e-05,0.00015878677368164062
18,10,18,trk-e--2.0-85-10.root,gsf_material_steps-e--2.0-85-10.root,1,1.556999616569854e-05,1.556999616569854e-05,3.123283386230469e-05
21,10,21,trk-e--2.0-85-10.root,gsf_material_steps-e--2.0-85-10.root,1,0.00022900616319077027,0.00022900616319077027,0.0004591941833496094
22,10,22,trk-e--2.0-85-10.root,gsf_material_steps-e--2.0-85-10.root,2,0.01996148511697282,0.011271355505585778,0.040041565895080566
23,10,23,trk-e--2.0-85-10.root,gsf_material_steps-e--2.0-85-10.root,3,0.04635429182509321,0.04516817070575263,0.09300243854522705
25,10,25,trk-e--2.0-85-10.root,gsf_material_steps-e--2.0-85-10.root,1,0.00039777256877571165,0.00039777256877571165,0.000797271728515625
26,10,26,trk-e--2.0-85-10.root,gsf_material_steps-e--2.0-85-10.root,1,0.0009028754472918399,0.0009028754472918399,0.0018107891082763672
28,10,28,trk-e--2.0-85-10.root,gsf_material_steps-e--2.0-85-10.root,1,0.00535610273584064,0.00535610273584064,0.010747075080871582
29,10,29,trk-e--2.0-85-10.root,gsf_material_steps-e--2.0-85-10.root,1,2.282622690674696e-05,2.282622690674696e-05,4.57763671875e-05
30,10,30,trk-e--2.0-85-10.root,gsf_material_steps-e--2.0-85-10.root,1,0.003549170940726709,0.003549170940726709,0.007117629051208496
31,10,31,trk-e--2.0-85-10.root,gsf_material_steps-e--2.0-85-10.root,1,0.003265371846623677,0.003265371846623677,0.006556034088134766
34,10,34,trk-e--2.0-85-10.root,gsf_material_steps-e--2.0-85-10.root,2,0.030695174332611597,0.030676503654974874,0.06153440475463867
36,10,36,trk-e--2.0-85-10.root,gsf_material_steps-e--2.0-85-10.root,1,0.0006422773193044407,0.0006422773193044407,0.0012886524200439453
37,10,37,trk-e--2.0-85-10.root,gsf_material_steps-e--2.0-85-10.root,1,0.02331720922800451,0.02331720922800451,0.04661989212036133
40,10,40,trk-e--2.0-85-10.root,gsf_material_steps-e--2.0-85-10.root,1,0.0004235981970349689,0.0004235981970349689,0.0008502006530761719
42,10,42,trk-e--2.0-85-10.root,gsf_material_steps-e--2.0-85-10.root,2,0.0018397549855009299,0.001148443792071463,0.0036885738372802734
44,10,44,trk-e--2.0-85-10.root,gsf_material_steps-e--2.0-85-10.root,1,0.010009750413203511,0.010009750413203511,0.020070314407348633
45,10,45,trk-e--2.0-85-10.root,gsf_material_steps-e--2.0-85-10.root,2,0.00636494909167129,0.003824149187570902,0.012773275375366211
48,10,48,trk-e--2.0-85-10.root,gsf_material_steps-e--2.0-85-10.root,1,5.9547800421944075e-05,5.9547800421944075e-05,0.00011944770812988281
50,10,50,trk-e--2.0-85-10.root,gsf_material_steps-e--2.0-85-10.root,1,0.005570165794032134,0.005570165794032134,0.011178851127624512
52,10,52,trk-e--2.0-85-10.root,gsf_material_steps-e--2.0-85-10.root,3,0.005374133084141142,0.005072156272621253,0.010779380798339844
55,10,55,trk-e--2.0-85-10.root,gsf_material_steps-e--2.0-85-10.root,2,0.000266324775417659,0.00017289803142395144,0.0005340576171875
56,10,56,trk-e--2.0-85-10.root,gsf_material_steps-e--2.0-85-10.root,2,0.05459521823697833,0.054093575594334586,0.10954570770263672
57,10,57,trk-e--2.0-85-10.root,gsf_material_steps-e--2.0-85-10.root,1,0.012666418304357663,0.012666418304357663,0.02539670467376709
58,10,58,trk-e--2.0-85-10.root,gsf_material_steps-e--2.0-85-10.root,1,0.00758152932667544,0.00758152932667544,0.015167713165283203
61,10,61,trk-e--2.0-85-10.root,gsf_material_steps-e--2.0-85-10.root,2,0.000339800715545846,0.00017039507314819957,0.0006818771362304688
62,10,62,trk-e--2.0-85-10.root,gsf_material_steps-e--2.0-85-10.root,1,0.00031482551360217936,0.00031482551360217936,0.0006318092346191406
64,10,64,trk-e--2.0-85-10.root,gsf_material_steps-e--2.0-85-10.root,1,0.0617061074619597,0.0617061074619597,0.12374293804168701
65,10,65,trk-e--2.0-85-10.root,gsf_material_steps-e--2.0-85-10.root,1,0.0003690857629938815,0.0003690857629938815,0.0007376670837402344
66,10,66,trk-e--2.0-85-10.root,gsf_material_steps-e--2.0-85-10.root,1,5.459746325198189e-05,5.459746325198189e-05,0.00010943412780761719
69,10,69,trk-e--2.0-85-10.root,gsf_material_steps-e--2.0-85-10.root,1,0.0009718919583866503,0.0009718919583866503,0.001951456069946289
74,10,74,trk-e--2.0-85-10.root,gsf_material_steps-e--2.0-85-10.root,1,0.0015377345027293154,0.0015377345027293154,0.0030853748321533203
76,10,76,trk-e--2.0-85-10.root,gsf_material_steps-e--2.0-85-10.root,1,1.2584491450362556e-05,1.2584491450362556e-05,2.181529998779297e-05
82,10,82,trk-e--2.0-85-10.root,gsf_material_steps-e--2.0-85-10.root,1,0.0018904036353916132,0.0018904036353916132,0.0037937164306640625
83,10,83,trk-e--2.0-85-10.root,gsf_material_steps-e--2.0-85-10.root,2,0.09325891235290329,0.08411937522562318,0.18711578845977783
85,10,85,trk-e--2.0-85-10.root,gsf_material_steps-e--2.0-85-10.root,1,0.0003354798170629447,0.0003354798170629447,0.0006721019744873047
87,10,87,trk-e--2.0-85-10.root,gsf_material_steps-e--2.0-85-10.root,1,0.018436715404367532,0.018436715404367532,0.03696739673614502
90,10,90,trk-e--2.0-85-10.root,gsf_material_steps-e--2.0-85-10.root,1,0.04011337422460737,0.04011337422460737,0.08042144775390625
92,10,92,trk-e--2.0-85-10.root,gsf_material_steps-e--2.0-85-10.root,2,0.003198498453585552,0.0025800592891540575,0.006410479545593262
93,10,93,trk-e--2.0-85-10.root,gsf_material_steps-e--2.0-85-10.root,1,2.3443394317923527e-05,2.3443394317923527e-05,4.696846008300781e-05
94,10,94,trk-e--2.0-85-10.root,gsf_material_steps-e--2.0-85-10.root,1,0.00019439253580189053,0.00019439253580189053,0.00039005279541015625
95,10,95,trk-e--2.0-85-10.root,gsf_material_steps-e--2.0-85-10.root,2,0.051477215412361055,0.0450309189036171,0.10334575176239014
98,10,98,trk-e--2.0-85-10.root,gsf_material_steps-e--2.0-85-10.root,1,0.0009094680390767662,0.0009094680390767662,0.0018236637115478516
99,10,99,trk-e--2.0-85-10.root,gsf_material_steps-e--2.0-85-10.root,1,0.0009172861456379078,0.0009172861456379078,0.001829385757446289
1,11,1,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,0.0015932887358155456,0.0015932887358155456,0.003198862075805664
3,11,3,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,0.017210443554729116,0.017210443554729116,0.03446328639984131
9,11,9,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,3,0.055551629082540854,0.04678261412795104,0.11149990558624268
11,11,11,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,2,0.04252784590627812,0.042195818484601966,0.08525240421295166
15,11,15,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,2,0.0010743413937950308,0.0010460686442708145,0.0021538734436035156
16,11,16,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,2,0.0001632267755619088,0.00016061233512254525,0.00032711029052734375
17,11,17,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,0.00033618074180241653,0.00033618074180241653,0.0006740093231201172
18,11,18,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,4.76209808042416e-06,4.76209808042416e-06,9.5367431640625e-06
20,11,20,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,0.00019592471836116232,0.00019592471836116232,0.0003933906555175781
22,11,22,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,0.001967693489167033,0.001967693489167033,0.003950595855712891
26,11,26,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,0.0002923788403224048,0.0002923788403224048,0.0005869865417480469
28,11,28,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,0.001326680990510809,0.001326680990510809,0.0026612281799316406
30,11,30,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,0.01323127410217284,0.01323127410217284,0.0265350341796875
31,11,31,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,0.00015118667275215714,0.00015118667275215714,0.0003032684326171875
32,11,32,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,2,0.004031226339071159,0.0039391633045392505,0.008080720901489258
33,11,33,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,0.06822637361775374,0.06822637361775374,0.13686466217041016
34,11,34,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,5.2316397683105365e-05,5.2316397683105365e-05,0.0001049041748046875
36,11,36,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,0.0559229641504605,0.0559229641504605,0.11161339282989502
37,11,37,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,0.010389473989365072,0.010389473989365072,0.020848751068115234
41,11,41,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,0.00010265988921287494,0.00010265988921287494,0.00020599365234375
42,11,42,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,0.0005668551669009148,0.0005668551669009148,0.0011374950408935547
44,11,44,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,0.002530049611308538,0.002530049611308538,0.0050771236419677734
46,11,46,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,2,0.009755559493846211,0.007662006741794292,0.019576072692871094
47,11,47,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,3,0.015279434739501774,0.013036342034172588,0.030654191970825195
48,11,48,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,0.0009519387926997247,0.0009519387926997247,0.0019104480743408203
54,11,54,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,2,0.0010943632852444818,0.0009676490051113706,0.0021958351135253906
56,11,56,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,0.06908808453323567,0.06908808453323567,0.13840138912200928
58,11,58,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,2,0.019477018053404183,0.019290229569801975,0.039067864418029785
60,11,60,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,0.000999792511580222,0.000999792511580222,0.002007007598876953
62,11,62,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,0.007962090288537005,0.007962090288537005,0.01596856117248535
63,11,63,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,2.7810854338783386e-05,2.7810854338783386e-05,5.5789947509765625e-05
65,11,65,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,2,0.01451632987500684,0.014330672892895246,0.029094576835632324
66,11,66,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,0.00044498176097729214,0.00044498176097729214,0.00089263916015625
74,11,74,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,0.01557749181068735,0.01557749181068735,0.029449462890625
75,11,75,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,0.00021795406730928946,0.00021795406730928946,0.0004372596740722656
79,11,79,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,0.0004882653985243124,0.0004882653985243124,0.0009789466857910156
80,11,80,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,0.00014151016316477083,0.00014151016316477083,0.0002837181091308594
81,11,81,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,0.0023307538152276264,0.0023307538152276264,0.004675388336181641
82,11,82,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,2,0.05914548146252607,0.03622713554387136,0.11860525608062744
85,11,85,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,2,0.005281583450152505,0.00515071962227065,0.010596632957458496
86,11,86,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,0.0026654010400758432,0.0026654010400758432,0.00534510612487793
87,11,87,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,0.00029583505150720946,0.00029583505150720946,0.0005931854248046875
90,11,90,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,0.000666714099619381,0.000666714099619381,0.0013382434844970703
95,11,95,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,0.006678969239332644,0.006678969239332644,0.013408660888671875
97,11,97,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,0.010607527200022226,0.010607527200022226,0.021273136138916016
98,11,98,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,2.3771122127369537e-06,2.3771122127369537e-06,4.76837158203125e-06
99,11,99,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,0.003284274514937291,0.003284274514937291,0.0065920352935791016
107,11,107,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,2,0.0001090992033898619,0.00010648211986741263,0.0002186298370361328
110,11,110,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,1.225129572324235e-05,1.225129572324235e-05,2.4557113647460938e-05
112,11,112,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,0.029948047648910014,0.029948047648910014,0.06004893779754639
115,11,115,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,0.0008032635388945941,0.0008032635388945941,0.001611471176147461
117,11,117,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,2,0.0034962775649631794,0.002319626843671818,0.0070095062255859375
119,11,119,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,0.0010165112923369302,0.0010165112923369302,0.0020380020141601562
120,11,120,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,2,0.06214753263242867,0.052552420779054865,0.1246955394744873
123,11,123,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,3,0.004288781735563574,0.0035950611851245373,0.008605480194091797
124,11,124,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,0.00021641975877928488,0.00021641975877928488,0.0004341602325439453
127,11,127,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,2,0.013683819416519971,0.013148891660201167,0.027431368827819824
130,11,130,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,2,0.014443530006913452,0.013567890454681986,0.02895820140838623
131,11,131,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,5.110332676694362e-06,5.110332676694362e-06,1.0251998901367188e-05
134,11,134,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,0.0037959469423508585,0.0037959469423508585,0.007579922676086426
143,11,143,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,0.0005523185369040728,0.0005523185369040728,0.0011074542999267578
149,11,149,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,0.01071603599947013,0.01071603599947013,0.020117878913879395
151,11,151,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,2,0.023444577131937594,0.02337142750442045,0.04700124263763428
153,11,153,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,0.001903507001906335,0.001903507001906335,0.003818988800048828
156,11,156,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,0.00012894848276367998,0.00012894848276367998,0.0002586841583251953
158,11,158,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,0.0015938406240287861,0.0015938406240287861,0.0031936168670654297
159,11,159,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,0.014283919196246941,0.014283919196246941,0.02864694595336914
160,11,160,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,0.011486035003961281,0.011486035003961281,0.023044943809509277
164,11,164,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,0.0026753440666538175,0.0026753440666538175,0.005364656448364258
167,11,167,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,0.07432351749870225,0.07432351749870225,0.1491389274597168
172,11,172,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,0.02992576105962752,0.02992576105962752,0.06005513668060303
173,11,173,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,0.0435708110962022,0.0435708110962022,0.08739805221557617
175,11,175,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,0.0005884475268264078,0.0005884475268264078,0.0011801719665527344
181,11,181,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,0.002297063032342006,0.002297063032342006,0.004604816436767578
183,11,183,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,0.014805485659489359,0.014805485659489359,0.02971351146697998
184,11,184,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,0.00012032923124005723,0.00012032923124005723,0.00024127960205078125
185,11,185,trk-e--2.0-85-11.root,gsf_material_steps-e--2.0-85-11.root,1,0.042463631525587964,0.042463631525587964,0.08513092994689941
