,0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1,1.05,1.1,1.15,1.2,1.25,1.3,1.35,1.4,1.45,1.5,1.55,1.6,1.65,1.7,1.75,1.8,1.85,1.9,1.95,2,2.05,2.1,2.15,2.2,2.25,2.3,2.35,2.4,2.45,2.5,2.55,2.6,2.65,2.7,2.75,2.8,2.85,2.9,2.95,3,3.05,3.1,3.15,3.2,3.25,3.3,3.35,3.4,3.45,3.5,3.55,3.6,3.65,3.7,3.75,3.8,3.85,3.9,3.95,4,4.05,4.1,4.15,4.2,4.25,4.3,4.35,4.4,4.45,4.5,4.55,4.6,4.65,4.7,4.75,4.8,4.85,4.9,4.95,5,5.05,5.1,5.15,5.2,5.25,5.3,5.35,5.4,5.45,5.5,5.55,5.6,5.65,5.7,5.75,5.8,5.85,5.9,5.95,6
0,0,-0.0000017,0.00000445,0.00001467,0.00001612,0.00000053,-0.00001956,-0.00003055,-0.00003757,-0.00004418,-0.00004948,-0.00003693,0.00004734,0.00009869,0.00009617,0.00016928,0.00033971,0.00034556,-0.00003161,0.00033086,-0.00013936,-0.00377112,-0.0157865,-0.0177402,0.0249148,-0.00684528,-0.00080941,0.0000902,-0.00047199,-0.00049626,0.00066987,0.00278021,0.0022776,0.0004512,0.00097947,-0.00092609,-0.00333895,-0.00192624,-0.00001909,0.00005264,0.00008756,0.00005117,0.00001741,0.00001271,0.00001652,0.00005121,0.00007564,0.00001863,-0.00001952,0.00002714,0.00008352,0.00008395,0.00000589,-0.00000424,0.0000075,-0.0000225,-0.00002187,0.00002097,0.00004112,0.00001854,0.00001695,-0.00004933,-0.00005758,-0.00000015,-0.00003533,0.00006312,-0.00203127,-0.00002813,0.00007644,-0.00000036,0.0000008,-0.00001473,-0.00002128,-0.00001733,-0.00001641,0.00002042,-0.0000982,-0.00021902,-0.00014257,-0.00021182,-0.00022289,0.0003183,-0.00045407,-0.00056472,0.0000838,0.00002422,-0.00001425,-0.00001957,0.00000644,0.00000822,-0.00005048,-0.00004092,0.00001705,0.00001079,-0.00003437,-0.00007033,-0.00004276,0.00000209,0.00000898,-0.00001533,-0.00001771,0.00000371,0.00003136,0.00006559,0.00004658,0.00001605,0.00004078,0.00002993,0.00000074,-0.00000509,-0.00005389,-0.00003477,-0.00001658,-0.00003771,-0.00002151,0.00008804,0.00001937,-0.00024001,-0.00036516,0.00002942,0.00017871
0.05,0.00009171,0.00018415,0.00043646,0.00075865,0.00106303,0.00122971,0.00142251,0.00170908,0.00204447,0.00245502,0.00297494,0.00376219,0.0053759,0.00747186,0.00891311,0.0134616,0.0220154,0.0336688,0.0577658,0.115468,0.222227,0.533423,1.22434,0.777005,0.226033,0.489906,0.0262765,0.009033,0.0531031,-0.113539,-0.0704285,-0.163803,-0.196889,-0.191868,-0.51501,-0.837716,-0.424766,-0.22301,-0.057482,-0.00309978,-0.0209943,-0.00955002,0.0101439,0.00038305,-0.00123392,-0.00531268,-0.00439546,-0.00138248,0.00204341,-0.00008242,-0.00448516,0.00494228,-0.00280751,-0.00391625,-0.0052235,0.00183925,0.00235744,-0.00149536,-0.00242483,0.00246069,0.00386178,-0.00339054,-0.00389186,0.00228828,0.00447135,-0.00060512,-0.00457553,0.00420374,0.00348481,-0.00068656,-0.00215625,0.00188184,0.00195092,0.00090261,-0.0000031,0.00143676,0.00143676,0.00619797,0.0184196,0.0238955,0.0112488,-0.0113318,-0.0271682,-0.0133188,-0.00386114,-0.0009953,-0.00037372,-0.00230327,0.00098253,0.00129893,-0.00379859,-0.00599666,-0.0045938,-0.00112806,-0.00180852,-0.00511692,-0.00177102,-0.00019632,-0.00054552,-0.00127772,-0.00082206,-0.00015993,-0.00136524,-0.00304899,-0.00273774,-0.0006243,0.00181491,0.00301193,0.00198605,0.00061627,-0.00115894,-0.00055388,0.00160003,0.00318918,0.00746987,0.0086635,0.0101569,0.0128177,0.0129576,0.0190458,0.0176137
0.1,0.00023431,0.0004638,0.00140555,0.00190139,0.00242726,0.00299117,0.00428088,0.00503077,0.00588182,0.00806688,0.00959284,0.00813936,0.0101101,0.0175932,0.0228151,0.0300045,0.0416795,0.0586409,0.0956828,0.181707,0.36663,1.02692,2.52136,0.140876,0.180632,0.41066,0.193972,0.737315,0.201725,0.0495505,0.360828,-0.292115,-0.517013,-0.212108,-0.394082,-2.75052,-0.151825,-0.719167,0.681068,-0.0458263,-0.0404795,0.282407,-0.00397763,-0.00796001,0.00796327,-0.00962135,-0.012299,-0.00366155,0.00766394,0.029703,-0.121701,0.0378252,-0.0194853,-0.00812368,-0.0194957,0.0127182,0.00947104,-0.00282038,-0.0518956,0.0145154,0.0115602,-0.00296584,-0.0262236,0.00721902,0.01955,0.00354427,-0.0628853,0.0170347,0.00978031,-0.00153101,-0.0217183,0.00848394,0.0150348,0.00218625,-0.00556098,-0.00063824,-0.00180758,0.0188505,0.0471377,0.0349034,0.0980507,-0.11476,-0.0655814,-0.013295,-0.00422454,0.004797,0.00107592,-0.0128642,0.0143283,0.0124149,-0.006111,-0.041,-0.0266816,0.00919508,0.00219846,-0.0218515,-0.00498724,0.00428747,-0.00093437,-0.00708893,-0.00367063,0.00471164,-0.00383478,-0.0150906,-0.00373662,0.00438158,0.00717287,0.0073368,0.00472331,0.0004102,-0.00350137,-0.00754776,0.00275277,0.0116037,0.0156048,0.012215,0.0142514,0.0177839,0.0337288,0.0550002,0.0369312
0.15,0.00030489,0.00061309,0.00185585,0.00250812,0.00319426,0.00393154,0.0056081,0.00657928,0.00766086,0.0103489,0.0121595,0.0144789,0.0176788,0.022299,0.0283596,0.0365028,0.0635496,0.0858542,0.117578,0.174068,0.375637,0.52055,0.602298,0.786479,0.350954,0.306639,0.273285,0.405333,0.335107,0.353577,0.371451,-0.136219,-0.211033,-0.248168,-0.418764,-0.684027,-0.461657,-0.328932,-0.0992263,-0.0275889,-0.0194517,0.0346102,0.0203208,0.00389102,-0.00147916,0.0038586,0.00202147,0.0100204,0.021246,0.0406603,0.0876,0.0547863,0.0162174,0.0076573,0.00458943,0.0192975,0.0263445,0.0418398,0.107146,0.0432175,0.02333,0.01002,0.00082419,0.0185432,0.0302144,0.048316,0.133762,0.0481788,0.0248253,0.00895419,0.00435602,0.0189819,0.029032,0.0318672,0.125099,0.0191342,0.0146324,0.0326628,0.066674,0.055871,0.160366,0.225349,0.077909,-0.019215,0.0015103,0.0152858,0.0259993,-0.0721981,0.0999617,0.0183953,0.020587,-0.104026,-0.0280096,0.0461033,0.0337618,-0.0958589,0.0285779,0.0124067,0.00973228,-0.025734,-0.00759362,0.0251408,0.0110114,-0.0661268,-0.0013762,0.00914616,0.0151274,0.0112473,0.0119399,-0.0007426,-0.00492504,-0.0291046,0.0118377,0.0241495,0.0225172,0.0184269,0.0176297,0.0186882,0.0262861,0.115249,0.065565
0.2,0.00037895,0.00075919,0.00230325,0.00310832,0.00395771,0.00486427,0.00690169,0.00807017,0.00934531,0.0123941,0.0143666,0.0168175,0.0239018,0.0288591,0.0324061,0.0515854,0.0660934,0.0853208,0.110343,0.216136,0.283072,0.347128,0.382025,0.324972,0.275253,0.280392,0.254528,0.236379,0.210551,0.169475,0.10312,-0.0167539,-0.109214,-0.184067,-0.255573,-0.302618,-0.288114,-0.201432,-0.0988712,-0.0461045,-0.0182465,0.00173355,0.013713,0.00952167,0.0114993,0.0107741,0.0161837,0.02112,0.0287442,0.0336275,0.0459687,0.0427758,0.0285436,0.0258411,0.023169,0.0262277,0.0323229,0.0434053,0.0520525,0.0460542,0.0348014,0.028083,0.0270896,0.0303235,0.0382653,0.0530853,0.0638221,0.0584765,0.0448723,0.0313861,0.0272779,0.0310103,0.0384003,0.0480247,0.0608048,0.049638,0.0450404,0.0556208,0.0709707,0.0933575,0.127922,0.161493,0.134155,0.0795854,0.0560703,0.0673545,0.0810606,0.109289,0.117914,0.0816368,0.0684165,0.0387158,0.053099,0.0817546,0.0892561,0.094514,0.100148,0.0754945,0.0635665,0.0467753,0.0490428,0.0592488,0.0533417,0.0401334,0.0514411,0.0444064,0.0440937,0.0376303,0.0345028,0.0247796,0.0199433,0.0127852,0.0274869,0.0323091,0.027915,0.0229249,0.0201043,0.0197395,0.0272276,0.0821973,0.0608185
0.25,0.00045119,0.00090326,0.00273525,0.00368474,0.00468988,0.00575904,0.00814916,0.00949728,0.0109588,0.014226,0.0162462,0.0219019,0.0258269,0.0306117,0.036654,0.0531373,0.0658693,0.0818274,0.124294,0.149597,0.174346,0.252156,0.268396,0.250171,0.225329,0.202007,0.200166,0.183447,0.159876,0.125958,0.0489398,-0.00768378,-0.0591804,-0.107304,-0.157271,-0.163092,-0.171034,-0.127951,-0.0787154,-0.0463118,-0.0190356,-0.00281218,0.0019781,0.0111314,0.0153425,0.0201005,0.0203482,0.025981,0.0294687,0.0368334,0.039036,0.040116,0.03648,0.0313751,0.0325712,0.0350914,0.039444,0.043766,0.0472599,0.0451855,0.0409122,0.040486,0.0327608,0.0405404,0.0455762,0.0512139,0.0546369,0.051438,0.0471458,0.0431035,0.0417249,0.0436,0.0509236,0.0538934,0.0594905,0.0614275,0.0636788,0.0699417,0.0832933,0.0974658,0.115681,0.123809,0.117656,0.104036,0.0926487,0.100833,0.109031,0.124544,0.132502,0.123679,0.117619,0.126106,0.130901,0.146808,0.150079,0.148541,0.14821,0.135564,0.126424,0.118042,0.106569,0.0994982,0.0965721,0.08899,0.0876683,0.0863013,0.0800441,0.0754292,0.0680129,0.0620907,0.0503354,0.0486397,0.0427564,0.040765,0.0327379,0.0254086,0.020881,0.0191654,0.0241012,0.0335796,0.0278189
0.3,0.00057487,0.00115745,0.00233346,0.00478095,0.00607293,0.00743147,0.00932811,0.0108565,0.0125095,0.0160297,0.019687,0.0233713,0.027004,0.0369336,0.0438881,0.0521126,0.0614541,0.076957,0.109028,0.126824,0.14377,0.157527,0.166899,0.199128,0.1854,0.169816,0.139178,0.123613,0.126875,0.101246,0.0435818,0.00912396,-0.0241105,-0.046352,-0.086482,-0.0881909,-0.0864511,-0.0705416,-0.0501339,-0.030621,-0.0146849,-0.00036894,0.0108076,0.0155303,0.019396,0.0241974,0.0269537,0.02787,0.0351996,0.0380566,0.0412209,0.0406607,0.0402774,0.0385714,0.0410175,0.0422827,0.0448548,0.0448859,0.0466338,0.0473981,0.0464968,0.0459667,0.0492353,0.0474398,0.0505948,0.0536904,0.0564105,0.0544938,0.0541687,0.0520494,0.0527537,0.0538948,0.0573409,0.0617331,0.064248,0.0699529,0.0752365,0.078897,0.0882532,0.100486,0.110164,0.11656,0.119139,0.116044,0.119475,0.122675,0.137023,0.145226,0.164671,0.170468,0.184968,0.183573,0.20216,0.209362,0.201919,0.208585,0.196647,0.182074,0.177188,0.17004,0.161019,0.147749,0.140411,0.128515,0.124911,0.121042,0.115769,0.108424,0.0986272,0.0926219,0.0824133,0.0714381,0.064882,0.0510033,0.0373519,0.0276399,0.0184519,0.0134077,0.0114153,0.0124319,0.00780034
0.35,0.00063042,0.00127088,0.0025604,0.00525156,0.00667264,0.00817001,0.0114561,0.013285,0.0153021,0.0175023,0.0230886,0.027125,0.0312339,0.036393,0.04244,0.0499761,0.0591733,0.0683195,0.09707,0.109976,0.121927,0.137919,0.138586,0.135975,0.155643,0.132244,0.119189,0.106511,0.0917199,0.0757192,0.038983,0.0216219,0.00403433,-0.0188217,-0.0356036,-0.0514228,-0.0499899,-0.0368178,-0.0314551,-0.0131538,-0.00101682,0.00598609,0.0139983,0.0214353,0.0270437,0.0296548,0.0312256,0.0359932,0.0381806,0.0400218,0.0423683,0.0446689,0.0444731,0.0450833,0.047453,0.0474335,0.0494179,0.0493877,0.0517035,0.0523441,0.0522774,0.0523332,0.0530187,0.0554631,0.0584726,0.0592528,0.0607054,0.0606669,0.0612448,0.0611741,0.0628634,0.0650659,0.067143,0.068821,0.0731257,0.0788037,0.081138,0.0877016,0.0966527,0.103653,0.111218,0.119368,0.123832,0.129967,0.13478,0.148579,0.159955,0.172399,0.192948,0.209674,0.222054,0.241298,0.251939,0.262077,0.268875,0.267371,0.256949,0.238818,0.223298,0.204492,0.193863,0.187146,0.177305,0.16813,0.160618,0.150841,0.148087,0.139228,0.128539,0.120563,0.107307,0.0897634,0.0814294,0.0599736,0.0406499,0.0247416,0.0133584,0.00515409,-0.00147323,-0.00348778,-0.00530881
0.4,0.00068388,0.00137282,0.00276811,0.00566447,0.00720344,0.0088073,0.0123325,0.0142935,0.0164166,0.0187502,0.0214173,0.027574,0.0313854,0.0355303,0.0456186,0.0515416,0.0576184,0.0649692,0.0808982,0.0884277,0.0953031,0.119749,0.120144,0.114521,0.11185,0.108077,0.10358,0.0932668,0.0812327,0.0688244,0.0394199,0.0234648,0.0166036,-0.00020126,-0.0145679,-0.022114,-0.0133733,-0.0130942,-0.0121548,0.00213006,0.00828535,0.0165247,0.0207994,0.0248056,0.0295835,0.0329938,0.0377683,0.0393634,0.043284,0.044714,0.0466216,0.0487517,0.0496345,0.0504482,0.0512208,0.0538432,0.0564157,0.0553073,0.0569562,0.0576879,0.057956,0.0586548,0.0612397,0.0620109,0.064926,0.0645581,0.0671725,0.0670603,0.0670726,0.0680238,0.0692139,0.0728968,0.0741218,0.0768607,0.081419,0.0846452,0.0917569,0.09524,0.103276,0.108053,0.116668,0.125521,0.132567,0.141467,0.152213,0.165183,0.184366,0.200758,0.220463,0.244793,0.273025,0.282982,0.320485,0.32789,0.32966,0.323377,0.307823,0.298002,0.271809,0.258209,0.235045,0.225713,0.218021,0.205885,0.188732,0.180398,0.176919,0.170093,0.158294,0.156572,0.142883,0.117614,0.0905701,0.0792805,0.050776,0.0274265,0.00437189,-0.00486786,-0.0152899,-0.0188233,-0.016442
